_id,FIR_NUM,FIR_REG_NUM,PS,RANGE_NAME,LONGITUDE,ZONE_NAME,DISTRICT,ACT_SECTION,LATITUDE,date,REG_MONTH,REG_YEAR,REG_D_W
ObjectId(5c7dd2129164b2149b53b8e5),435/2017,31621052170435,TAJGANJ,AGRA,78.0451,AGRA,AGRA,"["" IPC 1860-380""]",27.1661,2017-05-06T10:10:00.000Z,5,2017,7
ObjectId(5c7dd2039164b2149b50ca74),88/2018,31896008180088,MUGHAL SARAI,VARANASI,-,VARANASI,CHANDAULI,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-325""]",-,2018-03-28T10:35:00.000Z,3,2018,4
ObjectId(5c7dd2219164b2149b56da4d),124/2018,31630035180124,KOTWALI,BAREILLY,79.427699-द,BAREILLY,BAREILLY,"["" THE ELECTRICITY ACT"","" 2003-135""]",28.343723-अ,2018-02-09T15:41:39.000Z,2,2018,6
ObjectId(5c7dd23f9164b2149b5cdda8),213/2018,31653045180213,KAKADEV,KANPUR,-,KANPUR,KANPUR CITY,"["" IPC 1860-420"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-120-B""]",-,2018-07-04T23:30:00.000Z,7,2018,4
ObjectId(5c7dd22b9164b2149b58b5a8),293/2018,31638057180293,TARKULWA,GORAKHPUR,-,GORAKHPUR,DEORIA,"["" THE U.P. EXCISE ACT-60""]",-,2018-11-23T21:13:00.000Z,11,2018,6
ObjectId(5c7dd21e9164b2149b561e5a),134/2017,31628029170134,MATAUNDH,CHITRAKOOT,,PRAYAGRAJ,BANDA,"["" THE U.P. EXCISE ACT-60"","" THE U.P. EXCISE ACT-60""]",,2017-10-31T19:50:00.000Z,10,2017,3
ObjectId(5c7dd23c9164b2149b5c3d08),124/2017,31652043170124,MAURANIPUR,JHANSI,---,KANPUR,JHANSI,"["" IPC 1860-379"","" IPC 1860-411"","" MINES AND MINERALS (REGULATION OF DEVELOPMENT) ACT 1957-4"","" MINES AND MINERALS (REGULATION OF DEVELOPMENT) ACT 1957-21""]",---,2017-01-25T17:00:00.000Z,1,2017,4
ObjectId(5c7dd2559164b2149b61089f),725/2017,31661007170725,BUDHANA,SAHARANPUR,-,MEERUT,MUZAFFAR NAGAR,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2017-10-01T11:30:00.000Z,10,2017,1
ObjectId(5c7dd1e19164b2149b49e04b),888/2017,31668036170888,SHAHABAD,MORADABAD,-,BAREILLY,RAMPUR,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2017-12-27T22:00:00.000Z,12,2017,4
ObjectId(5c7dd1e49164b2149b4a81df),777/2018,31670013180777,KANT,BAREILLY,-,BAREILLY,SHAHJAHANPUR,"["" THE U.P. EXCISE ACT-60""]",-,2018-11-29T23:33:00.000Z,11,2018,5
ObjectId(5c7dd2289164b2149b581c02),7000/2017,31634025177000,JAHANGIRABAD,MEERUT,---,MEERUT,BULANDSHAHAR,"["" IPC 1860-411"","" IPC 1860-414""]",---,2017-05-31T13:35:00.000Z,5,2017,4
ObjectId(5c7dd1fb9164b2149b4f42ba),365/2018,31689015180365,KOTWALI NAGAR (MAHOBA),CHITRAKOOT,-,PRAYAGRAJ,MAHOBA,"["" ARMS ACT"","" 1959-3"","" ARMS ACT"","" 1959-25""]",-,2018-06-30T06:54:00.000Z,6,2018,7
ObjectId(5c7dd21c9164b2149b55c2ff),1418/2017,31626038171418,SUJAULI,DEVIPATAN,---,GORAKHPUR,BAHRAICH,"["" THE U.P. EXCISE ACT-60""]",---,2017-11-15T21:30:00.000Z,11,2017,4
ObjectId(5c7dd2489164b2149b5ea0f0),54/2016,31655065160054,WAZIRGANJ,LUCKNOW,---,LUCKNOW,LUCKNOW,"["" IPC 1860-419"","" IPC 1860-420"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-02-02T18:30:00.000Z,2,2016,3
ObjectId(5c7dd23f9164b2149b5cdc82),468/2017,31653045170468,KAKADEV,KANPUR,-,KANPUR,KANPUR CITY,"["" IPC 1860-504"","" IPC 1860-323"","" IPC 1860-506""]",-,2017-10-28T15:30:00.000Z,10,2017,7
ObjectId(5c7dd24f9164b2149b600182),308/2018,31658060180308,RAILWAY ROAD,MEERUT,,MEERUT,MEERUT,"["" ARMS ACT"","" 1959-25""]",,2018-12-22T20:31:00.000Z,12,2018,7
ObjectId(5c7dd22d9164b2149b590fd1),459/2017,31640015170459,BHARTHANA,KANPUR,---,KANPUR,ETAWAH,"["" IPC 1860-379""]",---,2017-06-19T11:10:00.000Z,6,2017,2
ObjectId(5c7dd24e9164b2149b5fc4ca),113/2017,31658046170113,LISARIGATE,MEERUT,---,MEERUT,MEERUT,"["" THE PUBLIC GAMBLING ACT"","" 1867"","" 3 OF 1867-13""]",---,2017-01-23T23:40:00.000Z,1,2017,2
ObjectId(5c7dd1e29164b2149b4a0b49),526/2016,31669012160526,DEOBAND,SAHARANPUR,,MEERUT,SAHARANPUR,"["" IPC 1860-363"","" IPC 1860-366""]",,2016-08-07T10:00:00.000Z,8,2016,1
ObjectId(5c7dd1e19164b2149b49f016),230/2018,31668039180230,SHAHZAD NAGAR,MORADABAD,-,BAREILLY,RAMPUR,"["" IPC 1860-279"","" IPC 1860-304-A"","" IPC 1860-427""]",-,2018-06-30T22:19:54.000Z,6,2018,7
ObjectId(5c7dd22d9164b2149b591b3f),639/2016,31640023160639,CIVIL LINES,KANPUR,78.9801,KANPUR,ETAWAH,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",26.8197,2016-12-24T14:10:00.000Z,12,2016,7
ObjectId(5c7dd24e9164b2149b5fdb4c),712/2018,31658048180712,MEDICAL COLLEGE,MEERUT,-,MEERUT,MEERUT,"["" IPC 1860-379""]",-,2018-09-25T16:35:10.000Z,9,2018,3
ObjectId(5c7dd1f59164b2149b4e30a0),440/2017,31683025170440,GHOSI,AZAMGARH,---,VARANASI,MAU,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-06-04T11:10:00.000Z,6,2017,1
ObjectId(5c7dd2439164b2149b5da187),641/2018,31655006180641,BAZARKHALA,LUCKNOW,,LUCKNOW,LUCKNOW,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-506""]",,2018-12-28T16:50:00.000Z,12,2018,6
ObjectId(5c7dd1f39164b2149b4da982),300/2018,31681063180300,SAHIBABAD,MEERUT,-,MEERUT,GHAZIABAD,"["" IPC 1860-392"","" IPC 1860-411""]",-,2018-02-10T14:46:00.000Z,2,2018,7
ObjectId(5c7dd2529164b2149b6091ad),440/2016,31660017160440,CIVIL LINES,MORADABAD,78.7717,BAREILLY,MORADABAD,"["" IPC 1860-379""]",28.8464,2016-04-21T14:00:00.000Z,4,2016,5
ObjectId(5c7dd1f39164b2149b4da8a3),59/2018,31681063180059,SAHIBABAD,MEERUT,-,MEERUT,GHAZIABAD,"["" IPC 1860-379""]",-,2018-01-08T18:42:00.000Z,1,2018,2
ObjectId(5c7dd22d9164b2149b59369c),28/2016,31640052160028,SEFAI,KANPUR,---,KANPUR,ETAWAH,"["" THE U.P. EXCISE ACT-60""]",---,2016-02-08T21:30:00.000Z,2,2016,2
ObjectId(5c7dd2529164b2149b6087fd),638/2016,31660012160638,BILARI,MORADABAD,---,BAREILLY,MORADABAD,"["" IPC 1860-406"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-12-21T21:10:00.000Z,12,2016,4
ObjectId(5c7dd1ea9164b2149b4bc3a9),328/2017,31674055170328,SOHRA MAU,LUCKNOW,---,LUCKNOW,UNNAO,"["" THE PUBLIC GAMBLING ACT"","" 1867"","" 3 OF 1867-13""]",---,2017-08-24T18:30:00.000Z,8,2017,5
ObjectId(5c7dd2329164b2149b5a488e),287/2017,31646005170287,CHHAPIA,DEVIPATAN,---,GORAKHPUR,GONDA,"["" IPC 1860-354-B"","" IPC 1860-504"","" IPC 1860-506"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(2)(va)""]",---,2017-07-28T10:38:00.000Z,7,2017,6
ObjectId(5c7dd2359164b2149b5ac96e),728/2016,31647023160728,GULRIHA,GORAKHPUR,---,GORAKHPUR,GORAKHPUR,"["" THE U.P. EXCISE ACT-60""]",---,2016-12-03T18:30:00.000Z,12,2016,7
ObjectId(5c7dd1e39164b2149b4a5923),128/2017,31669050170128,SADAR BAZAR,SAHARANPUR,77.5388,MEERUT,SAHARANPUR,"["" IPC 1860-366""]",29.9381,2017-03-16T13:00:00.000Z,3,2017,5
ObjectId(5c7dd23c9164b2149b5c2386),238/2017,31652007170238,BADAGAON,JHANSI,78.7538,KANPUR,JHANSI,"["" IPC 1860-379""]",25.5154,2017-11-04T13:10:00.000Z,11,2017,7
ObjectId(5c7dd2029164b2149b50a052),334/2018,31895008180334,PIPARI,PRAYAGRAJ,25.404835-n,PRAYAGRAJ,KAUSHAMBI,"["" THE ELECTRICITY ACT"","" 2003-135""]",81.606856-e,2018-08-11T14:01:00.000Z,8,2018,7
ObjectId(5c7dd24b9164b2149b5f34c8),318/2016,31657021160318,KOTWALI,AGRA,,AGRA,MATHURA,"["" IPC 1860-406"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-420""]",,2016-03-28T02:00:00.000Z,3,2016,2
ObjectId(5c7dd22a9164b2149b586e13),721/2017,31634047170721,SHIKANDRABAD,MEERUT,28-45-06-5,MEERUT,BULANDSHAHAR,"["" IPC 1860-379"","" IPC 1860-411""]",77-59-53-2,2017-09-30T13:10:00.000Z,9,2017,7
ObjectId(5c7dd2359164b2149b5ab472),2015/2016,31647012162015,CHAURI CHAURA,GORAKHPUR,,GORAKHPUR,GORAKHPUR,"["" IPC 1860-379""]",,2016-05-12T10:30:00.000Z,5,2016,5
ObjectId(5c7dd23e9164b2149b5ca002),629/2017,31653016170629,CHAKERI,KANPUR,80-35-60-,KANPUR,KANPUR CITY,"["" THE ELECTRICITY ACT"","" 2003-135""]",26-41-35-,2017-06-30T15:30:00.000Z,6,2017,6
ObjectId(5c7dd1e09164b2149b49cb5f),91/2018,31668022180091,KHAJURIA,MORADABAD,79.319596-l,BAREILLY,RAMPUR,"["" IPC 1860-323"","" IPC 1860-324"","" IPC 1860-504"","" IPC 1860-325""]",28.739304-l,2018-07-13T08:30:00.000Z,7,2018,6
ObjectId(5c7dd2019164b2149b5049da),520/2018,31894001180520,ADAMPUR,MORADABAD,78.3944-L,BAREILLY,JYOTIBAPHULLEYNAGAR,"["" ARMS ACT"","" 1959-4"","" ARMS ACT"","" 1959-25""]",28.5240-L,2018-11-05T18:46:00.000Z,11,2018,2
ObjectId(5c7dd24a9164b2149b5f02df),303/2016,31657010160303,CHHATA,AGRA,---,AGRA,MATHURA,"["" IPC 1860-504"","" IPC 1860-506""]",---,2016-06-08T14:30:00.000Z,6,2016,4
ObjectId(5c7dd22d9164b2149b5927ba),405/2017,31640032170405,JASWANT NAGAR,KANPUR,---,KANPUR,ETAWAH,"["" IPC 1860-379""]",---,2017-06-09T14:40:00.000Z,6,2017,6
ObjectId(5c7dd1f99164b2149b4f02f1),466/2018,31687025180466,PATAHERWA,GORAKHPUR,,GORAKHPUR,KUSHI NAGAR,"["" IPC 1860-363"","" IPC 1860-366""]",,2018-12-25T13:45:00.000Z,12,2018,3
ObjectId(5c7dd2399164b2149b5b9c92),294/2016,31650002160294,AATA,JHANSI,---,KANPUR,JALAUN,"["" IPC 1860-379"","" IPC 1860-411"","" MINES ACT"","" 1952-4"","" MINES ACT"","" 1952-21"","" The Motor Vehicle Act 1988 (Amendment 2015).-207""]",---,2016-12-14T12:50:00.000Z,12,2016,4
ObjectId(5c7dd2409164b2149b5cfa6c),34/2018,31653057180034,NAZIRABAD,KANPUR,80317620-l,KANPUR,KANPUR CITY,"["" IPC 1860-379""]",26469570-l,2018-02-25T12:55:00.000Z,2,2018,1
ObjectId(5c7dd2539164b2149b60b5a7),212/2016,31660031160212,KOTWALI,MORADABAD,---,BAREILLY,MORADABAD,"["" IPC 1860-420"","" IPC 1860-406""]",---,2016-08-23T19:40:00.000Z,8,2016,3
ObjectId(5c7dd1df9164b2149b498ced),293/2016,31667040160293,SALON,LUCKNOW,---,LUCKNOW,RAE BARELI,"["" IPC 1860-506"","" IPC 1860-504"","" IPC 1860-147""]",---,2016-09-24T08:20:00.000Z,9,2016,7
ObjectId(5c7dd24c9164b2149b5f760f),120/2018,31657065180120,JAMUNAPAR,AGRA,-,AGRA,MATHURA,"["" THE ELECTRICITY ACT"","" 2003-138""]",-,2018-02-25T15:51:00.000Z,2,2018,1
ObjectId(5c7dd20f9164b2149b53263c),665/2018,31621011180665,ETMADDAULA,AGRA,-,AGRA,AGRA,"["" IPC 1860-376"","" IPC 1860-452"","" IPC 1860-328"","" IPC 1860-506"","" IPC 1860-120-B"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-3"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4"",""  INFORMATION TECHNOLOGY (AMENDMENT) ACT 2008-67""]",-,2018-08-05T19:56:00.000Z,8,2018,1
ObjectId(5c7dd2429164b2149b5d6058),515/2018,31654030180515,MOHAMMADI,LUCKNOW,-,LUCKNOW,KHERI,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-08-11T21:05:11.000Z,8,2018,7
ObjectId(5c7dd1df9164b2149b4978a8),790/2016,31667020160790,KOTWALI NAGAR,LUCKNOW,---,LUCKNOW,RAE BARELI,"["" IPC 1860-457"","" IPC 1860-380"","" IPC 1860-411""]",---,2016-12-26T15:30:00.000Z,12,2016,2
ObjectId(5c7dd2029164b2149b509e40),336/2017,31895008170336,PIPARI,PRAYAGRAJ,,PRAYAGRAJ,KAUSHAMBI,"["" THE ELECTRICITY ACT"","" 2003-135"","" THE ELECTRICITY ACT"","" 2003-135""]",,2017-10-06T16:10:00.000Z,10,2017,6
ObjectId(5c7dd2559164b2149b610973),38/2018,31661007180038,BUDHANA,SAHARANPUR,-,MEERUT,MUZAFFAR NAGAR,"["" THE U.P. EXCISE ACT-60""]",-,2018-01-12T18:58:39.000Z,1,2018,6
ObjectId(5c7dd23a9164b2149b5bb87c),1007/2017,31650022171007,KOTWALI ORAI,JHANSI,,KANPUR,JALAUN,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-34"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-34""]",,2017-10-03T17:50:00.000Z,10,2017,3
ObjectId(5c7dd1f59164b2149b4dfcb9),153/2017,31682014170153,DERAPUR,KANPUR,79.8061,KANPUR,KANPUR DEHAT,"["" IPC 1860-279"","" IPC 1860-304-A""]",26.3572,2017-05-29T12:45:00.000Z,5,2017,2
ObjectId(5c7dd2579164b2149b616f87),121/2017,31663001170121,ANTOO,PRAYAGRAJ,81.7923,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",26.0119,2017-05-13T12:30:00.000Z,5,2017,7
ObjectId(5c7dd24c9164b2149b5f7bcb),15/2018,31657067180015,MAHAVAN,AGRA,-,AGRA,MATHURA,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2018-01-18T21:45:00.000Z,1,2018,5
ObjectId(5c7dd1f49164b2149b4df5f7),1217/2017,31682007171217,BHOGNIPUR,KANPUR,79.7785,KANPUR,KANPUR DEHAT,"["" IPC 1860-452"","" IPC 1860-354-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-8""]",26.1504,2017-10-07T18:05:00.000Z,10,2017,7
ObjectId(5c7dd1fd9164b2149b4f9294),342/2017,31825006170342,BAHJOI,MORADABAD,---,BAREILLY,SAMBHAL,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-324"","" IPC 1860-506""]",---,2017-05-08T09:30:00.000Z,5,2017,2
ObjectId(5c7dd23e9164b2149b5c8663),711/2016,31653009160711,BILHAUR,KANPUR,80.0636,KANPUR,KANPUR CITY,"["" IPC 1860-379"","" IPC 1860-411""]",26.8395,2016-11-03T14:15:00.000Z,11,2016,5
ObjectId(5c7dd2359164b2149b5ab0f2),621/2018,31647011180621,CANTT,GORAKHPUR,-,GORAKHPUR,GORAKHPUR,"["" IPC 1860-379""]",-,2018-07-20T13:54:00.000Z,7,2018,6
ObjectId(5c7dd1f39164b2149b4da7b4),3479/2017,31681063173479,SAHIBABAD,MEERUT,-,MEERUT,GHAZIABAD,"["" IPC 1860-386""]",-,2017-12-23T13:00:00.000Z,12,2017,7
ObjectId(5c7dd2499164b2149b5eb94e),11/2018,31656007180011,BEWAR,AGRA,79.323165-E,AGRA,MAINPURI,"["" THE ELECTRICITY ACT"","" 2003-138""]",27.204005-N,2018-01-04T15:50:00.000Z,1,2018,5
ObjectId(5c7dd2309164b2149b59b081),510/2017,31642023170510,KAMALGANJ,KANPUR,---,KANPUR,FATEHGARH,"["" IPC 1860-379""]",---,2017-10-06T14:45:00.000Z,10,2017,6
ObjectId(5c7dd1e09164b2149b49b34c),878/2017,31668011170878,CIVIL LINES,MORADABAD,-,BAREILLY,RAMPUR,"["" THE U.P. EXCISE ACT-60""]",-,2017-11-18T16:00:00.000Z,11,2017,7
ObjectId(5c7dd20e9164b2149b52eee9),235/2018,31949008180235,BAZARSHUKUL,AYODHYA,-,LUCKNOW,AMETHI,"["" IPC 1860-363"","" IPC 1860-366"","" IPC 1860-120-B""]",-,2018-12-25T17:33:00.000Z,12,2018,3
ObjectId(5c7dd23f9164b2149b5cc516),209/2017,31653042170209,KAKWAN,KANPUR,,KANPUR,KANPUR CITY,"["" U.P PUBLIC GAMBLING ACT 1867-13"","" U.P PUBLIC GAMBLING ACT 1867-13""]",,2017-10-20T05:15:00.000Z,10,2017,6
ObjectId(5c7dd2189164b2149b54ff09),38/2018,31623047180038,PHOOLPUR,PRAYAGRAJ,82.058888-E,PRAYAGRAJ,PRAYAGRAJ,"["" ABKARI ACT-60""]",25.528333-N,2018-02-21T15:39:48.000Z,2,2018,4
ObjectId(5c7dd2379164b2149b5b46dc),188/2017,31649006170188,BENIGANJ,LUCKNOW,80.4457,LUCKNOW,HARDOI,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",27.2973,2017-07-30T11:00:00.000Z,7,2017,1
ObjectId(5c7dd23c9164b2149b5c2e09),38/2016,31652024160038,GURSARAI,JHANSI,---,KANPUR,JHANSI,"["" IPC 1860-379""]",---,2016-02-04T13:30:00.000Z,2,2016,5
ObjectId(5c7dd2019164b2149b504211),851/2016,31893007160851,GILAULA,DEVIPATAN,---,GORAKHPUR,SHRAVASTI,"["" THE U.P. EXCISE ACT-60(1)"","" IPC 1860-272""]",---,2016-05-03T19:30:00.000Z,5,2016,3
ObjectId(5c7dd1e99164b2149b4baa4d),1090/2017,31674032171090,KOTWALI,LUCKNOW,-,LUCKNOW,UNNAO,"["" IPC 1860-394"","" IPC 1860-411""]",-,2017-09-24T02:30:00.000Z,9,2017,1
ObjectId(5c7dd2229164b2149b56edec),41/2016,31630046160041,KYOLADIA,BAREILLY,,BAREILLY,BAREILLY,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",,2016-03-24T20:45:00.000Z,3,2016,5
ObjectId(5c7dd23e9164b2149b5c9206),141/2017,31653012170141,CHAMAN GANJ,KANPUR,80.341,KANPUR,KANPUR CITY,"["" IPC 1860-379""]",26.468,2017-06-03T07:30:00.000Z,6,2017,7
ObjectId(5c7dd23b9164b2149b5be4d5),170/2018,31651026180170,KOTWALI,VARANASI,-,VARANASI,JAUNPUR,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-427""]",-,2018-04-10T20:11:01.000Z,4,2018,3
ObjectId(5c7dd2479164b2149b5e8394),715/2018,31655059180715,SAROJININAGAR,LUCKNOW,80.893761-e,LUCKNOW,LUCKNOW,"["" IPC 1860-379""]",26.780342-n,2018-11-25T15:04:00.000Z,11,2018,1
ObjectId(5c7dd2209164b2149b568828),419/2017,31630006170419,BARADARI,BAREILLY,---,BAREILLY,BAREILLY,"["" THE ELECTRICITY ACT"","" 2003-135""]",---,2017-04-28T10:35:00.000Z,4,2017,6
ObjectId(5c7dd23c9164b2149b5c2178),272/2018,31652003180272,BABINA,JHANSI,782843-E,KANPUR,JHANSI,"["" THE ELECTRICITY ACT"","" 2003-135""]",251348-N,2018-08-15T13:01:16.000Z,8,2018,4
ObjectId(5c7dd1e99164b2149b4b8d22),234/2018,31674010180234,BARASAGWAR,LUCKNOW,,LUCKNOW,UNNAO,"["" IPC 1860-376"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-384"","" IPC 1860-427"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(2)(v)""]",,2018-11-26T17:29:00.000Z,11,2018,2
ObjectId(5c7dd1fa9164b2149b4f339b),73/2016,31689005160073,CHARKHARI,CHITRAKOOT,79.6362,PRAYAGRAJ,MAHOBA,"["" IPC 1860-452"","" IPC 1860-354"","" IPC 1860-506""]",25.2951,2016-03-22T18:05:00.000Z,3,2016,3
ObjectId(5c7dd1dd9164b2149b49139c),74/2018,31665001180074,AMARIA,BAREILLY,-,BAREILLY,PILIBHIT,"["" THE U.P. EXCISE ACT-60""]",-,2018-03-17T09:26:28.000Z,3,2018,7
ObjectId(5c7dd24d9164b2149b5f939f),67/2018,31658016180067,CIVIL LINES,MEERUT,-,MEERUT,MEERUT,"["" IPC 1860-379""]",-,2018-02-06T11:47:00.000Z,2,2018,3
ObjectId(5c7dd24a9164b2149b5eeddf),149/2016,31656033160149,KURRA,AGRA,---,AGRA,MAINPURI,"["" THE U.P. EXCISE ACT-60"","" THE U.P. EXCISE ACT-63"","" IPC 1860-420""]",---,2016-07-18T05:15:00.000Z,7,2016,2
ObjectId(5c7dd21a9164b2149b55715e),73/2018,31625038180073,RANI-KI-SARAI,AZAMGARH,-,VARANASI,AZAMGARH,"["" IPC 1860-419"","" IPC 1860-420""]",-,2018-06-04T13:35:00.000Z,6,2018,2
ObjectId(5c7dd2469164b2149b5e5056),1014/2017,31655040171014,MANDION,LUCKNOW,-,LUCKNOW,LUCKNOW,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-427"","" IPC 1860-506""]",-,2017-09-17T14:00:00.000Z,9,2017,1
ObjectId(5c7dd2309164b2149b59adaa),735/2018,31642022180735,KAYAMGANJ,KANPUR,,KANPUR,FATEHGARH,"["" IPC 1860-147"","" IPC 1860-342"","" IPC 1860-323"","" IPC 1860-506""]",,2018-12-29T14:33:00.000Z,12,2018,7
ObjectId(5c7dd2089164b2149b51b264),326/2018,31899002180326,HATHRAS GATE,ALIGARH,-,AGRA,HATHRAS,"["" CATTLE TRESPASS ACT"","" 1871-3"","" CATTLE TRESPASS ACT"","" 1871-11""]",-,2018-03-25T23:04:29.000Z,3,2018,1
ObjectId(5c7dd1e09164b2149b49a631),204/2018,31668001180204,AZIM NAGAR,MORADABAD,28.943458-E,BAREILLY,RAMPUR,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-324"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-354-B""]",79.103803-N,2018-07-10T13:22:02.000Z,7,2018,3
ObjectId(5c7dd1e79164b2149b4b1d7b),116/2018,31671036180116,SADARPUR,LUCKNOW,27.375136-N,LUCKNOW,SITAPUR,"["" IPC 1860-354"","" IPC 1860-506""]",81.079188-E,2018-05-21T11:13:56.000Z,5,2018,2
ObjectId(5c7dd20e9164b2149b52f4b9),780/2017,31949014170780,JAYAS,AYODHYA,81.5481,LUCKNOW,AMETHI,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-304-A"","" IPC 1860-427""]",26.2603,2017-06-18T10:20:00.000Z,6,2017,1
ObjectId(5c7dd2269164b2149b5798ab),38/2018,31632041180038,SHIWALA KALAN,MORADABAD,-,BAREILLY,BIJNOR,"["" THE ELECTRICITY ACT"","" 2003-138""]",-,2018-02-19T08:10:00.000Z,2,2018,2
ObjectId(5c7dd23d9164b2149b5c7296),23/2018,31653006180023,BAJARIA,KANPUR,80.3352,KANPUR,KANPUR CITY,"["" IPC 1860-363"","" IPC 1860-366"","" IPC 1860-506"","" IPC 1860-507""]",26.4714,2018-02-10T02:46:21.000Z,2,2018,7
ObjectId(5c7dd1df9164b2149b497d85),432/2018,31667020180432,KOTWALI NAGAR,LUCKNOW,,LUCKNOW,RAE BARELI,"["" IPC 1860-419"","" IPC 1860-420""]",,2018-08-03T15:50:00.000Z,8,2018,6
ObjectId(5c7dd1f59164b2149b4dfe5e),68/2018,31682014180068,DERAPUR,KANPUR,,KANPUR,KANPUR DEHAT,"["" IPC 1860-363"","" IPC 1860-366""]",,2018-04-19T12:13:52.000Z,4,2018,5
ObjectId(5c7dd22a9164b2149b588391),155/2016,31638012160155,BARHAJ,GORAKHPUR,---,GORAKHPUR,DEORIA,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-07-14T15:40:00.000Z,7,2016,5
ObjectId(5c7dd1e79164b2149b4b28ef),196/2017,31671040170196,TALGAON,LUCKNOW,---,LUCKNOW,SITAPUR,"["" IPC 1860-325"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-07-04T16:35:00.000Z,7,2017,3
ObjectId(5c7dd23c9164b2149b5c2486),212/2018,31652007180212,BADAGAON,JHANSI,78.718476-k,KANPUR,JHANSI,"["" IPC 1860-379""]",25.488369-j,2018-12-22T21:10:00.000Z,12,2018,7
ObjectId(5c7dd1f49164b2149b4df7de),195/2018,31682007180195,BHOGNIPUR,KANPUR,-,KANPUR,KANPUR DEHAT,"["" THE ELECTRICITY ACT"","" 2003-138""]",-,2018-01-17T13:21:00.000Z,1,2018,4
ObjectId(5c7dd2199164b2149b55252a),305/2018,31623070180305,BAHARIA,PRAYAGRAJ,82.02010-E,PRAYAGRAJ,PRAYAGRAJ,"["" ELECTRICITY ACT"","" 2003-138""]",25.60826-N,2018-10-25T17:59:00.000Z,10,2018,5
ObjectId(5c7dd1ef9164b2149b4cc1f0),875/2017,31679070170875,TUNDLA,AGRA,-,AGRA,FIROZABAD,"["" THE U.P. EXCISE ACT-60""]",-,2017-11-03T00:45:00.000Z,11,2017,6
ObjectId(5c7dd2269164b2149b57c36d),138/2018,31633015180138,HAZARATPUR,BAREILLY,-,BAREILLY,BADAUN,"["" THE U.P. EXCISE ACT-60""]",-,2018-07-18T15:10:00.000Z,7,2018,4
ObjectId(5c7dd20d9164b2149b52babb),470/2018,31909004180470,KASGANJ,ALIGARH,78.657709-E,AGRA,KASGANJ,"["" THE ELECTRICITY ACT"","" 2003-135""]",27.814920-N,2018-06-15T18:26:00.000Z,6,2018,6
ObjectId(5c7dd23d9164b2149b5c6996),93/2016,31653002160093,ANWARGANJ,KANPUR,---,KANPUR,KANPUR CITY,"["" NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT"","" 1985-18"","" NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT"","" 1985-20""]",---,2016-06-25T02:15:00.000Z,6,2016,7
ObjectId(5c7dd1ed9164b2149b4c55ec),630/2017,31676072170630,GRP VARANASI CANTT.,VARANASI,,VARANASI,VARANASI,"["" IPC 1860-380""]",,2017-05-03T23:50:00.000Z,5,2017,4
